"alg-geom/9710026","Dmitry Kaledin","D. Kaledin","Hyperkaehler structures on total spaces of holomorphic cotangent bundles","100 pages, LaTeX2e",,,,"alg-geom math.AG",,"  Let $M$ be a Kaehler manifold, and consider the total space $T^*M$ of the
cotangent bundle to $M$. We show that in the formal neighborhood of the zero
section $M \subset T^*M$ the space $T^*M$ admits a canonical hyperkaehler
structure, compatible with the complex and holomorphic symplectic structures on
$T^*M$. The associated hyperkaehler metric $h$ coincides with the given Kaehler
metric on the zero section $M \subset T^*M$. Moreover, $h$ is invariant under
the canonical circle action on $T^*M$ by dilatations along the fibers of $T^*M$
over $M$. We show that a hyperkaehler structure with these properties is
unique. When the Kaehler metric on $M$ is real-analytic, we show that this
formal hyperkaehler structure can be extended to an open neighborhood of the
zero section. We also prove a hyperkaehler analog of the Darboux-Weinstein
Theorem. To prove these results, we use the machinery of $R$-Hodge structures,
following Deligne and Simpson.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 03:14:16 GMT""}]","2007-05-23"
"hep-ph/9710446","D. I. Melikhov","Dmitri Melikhov","Dispersion Quark Model of Heavy Meson Decays","Contributed to the IV Interbnational Conference on Progress in Heavy
  Quark Physics, Rostock, Germany, 20-22 September 1997, revtex, 3 pages",,,,"hep-ph",,"  We discuss applications of the dispersion quark model to exclusive
semileptonic decays of heavy mesons. The transition form factors in this
relativistic formulation of the quark model are given by double spectral
representations through the wave functions of the initial and final mesons both
in the scattering and the decay regions. An important feature of the model is
that the form factors have the correct behavior in accordance with QCD in the
case of meson decays induced by heavy parent quark transition both to heavy and
light daughter quarks. We demonstrate that the dispersion quark model gives
results compatible with the lattice calculations at large $q^2$ and thus
provides reliable form factors in the whole decay region.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 08:49:15 GMT""}]","2007-05-23"
"hep-ph/9710448","Yuly Shabelsky","Yu.M.Shabelski","How to account for the interference contributions in monte carlo
  simulations","4 pages, LaTeX, + 2 PostScript figures","Phys.Atom.Nucl.62:345-347,1999; Yad.Fiz.62:382-384,1999",,,"hep-ph",,"  The diagram technique allows one to calculate the correction factors which
can be used in Monte Carlo simulation of some processes. This is equivalent to
the calculation with accounting for all or some part of the interference
contributions. The example is presented for the simplest case of inelastic
deuteron-deuteron interactions.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 11:04:37 GMT""}]","2010-11-11"
"hep-ph/9710449","Tanushi Yuichiro","Y. Tanushi, Y. Nakahara, S. Saito, M. Uehara","Spin-dependent Polarizability of Nucleon with Dispersion Relation in the
  Skyrme Model","11 pages, LaTeX, no figures. misprints corrected","Phys.Lett. B425 (1998) 6-12","10.1016/S0370-2693(98)00184-1",,"hep-ph nucl-th",,"  We calculate the spin-dependent polarizability of the nucleon in the Skyrme
model. The result is compared with that of a heavy baryon chiral perturbation
theory(HBChPT), and is shown to be the same as that of HBChPT up to the
$\Delta$-pole terms in the narrow width limit of the $\Delta$ state and with
the experimental physical constants. The effect of the $\Delta+\pi$ channel is
rather small and is numerically quite similar to that of the $\Delta$ loop in
the HBChPT. The electric and magnetic polarizabilities are recalculated using
the transverse photon and a consistent inclusion of the $\Delta$ width.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 13:58:22 GMT""},{""version"":""v2"",""created"":""Wed, 29 Oct 1997 11:02:41 GMT""}]","2009-10-30"
"hep-ph/9710450","Michael Kraemer","Frank E. Close (RAL)","Filtering glueball from $q\bar{q}$ production in proton proton or double
  tagged $e^+e^- \to e^+e^-R$ and implications for the spin structure of the
  Pomeron","LaTeX, 12 pages, 1 figure; uses epsfig. Abstract corrupted in
  original transmission. Slight stylistic changes","Phys.Lett.B419:387-392,1998","10.1016/S0370-2693(97)01448-2","RAL-TR-97-048","hep-ph",,"  The production of $J^{PC} = 1^{++},0^{-+}$ and $2^{-+}$ mesons in double
tagged $e^+e^- \to e^+e^-R$ is calculated and found to have the same
polarisation and dynamical characteristics as observed in $pp \to ppR$.
Implications for the spin structure of the Pomeron are considered. Production
of $0^{++},2^{++}$ mesons in these two processes may enable the dynamical
nature of these mesons to be determined.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 15:54:05 GMT""},{""version"":""v2"",""created"":""Fri, 24 Oct 1997 09:34:44 GMT""}]","2008-11-26"
"hep-th/9710173","Miles Blencowe","M. P. Blencowe, H. F. Jones, A. P. Korte","Applying the linear delta expansion to `i phi^3'","26 pages (revtex), 8 figures (eps). Submitted to Phys. Rev. D","Phys.Rev. D57 (1998) 5092-5099","10.1103/PhysRevD.57.5092","Imperial/TP/97-98/8","hep-th cond-mat.stat-mech",,"  The linear $\delta$ expansion (LDE) is applied to the Hamiltonian $H=(p^2
+m^2 x^2)/2 + igx^3$, which arises in the study of Lee-Yang zeros in
statistical mechanics. Despite being non-Hermitian, this Hamiltonian appears to
possess a real, positive spectrum. In the LDE, as in perturbation theory, the
eigenvalues are naturally real, so a proof of this property devolves on the
convergence of the expansion. A proof of convergence of a modified version of
the LDE is provided for the $ix^3$ potential in zero dimensions. The methods
developed in zero dimensions are then extended to quantum mechanics, where we
provide numerical evidence for convergence.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 16:24:40 GMT""}]","2009-10-30"
"hep-th/9710174","Arvind Rajaraman","M. Dine, A. Rajaraman","Multigraviton Scattering in the Matrix Model","11 pages, latex, references added","Phys.Lett. B425 (1998) 77-85","10.1016/S0370-2693(98)00153-1",,"hep-th",,"  We consider scattering processes in the matrix model with three incoming and
three outgoing gravitons. We find a discrepancy between the amplitude
calculated from the matrix model and the supergravity prediction. Possible
sources for this discrepancy are discussed.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 22:28:58 GMT""},{""version"":""v2"",""created"":""Sun, 26 Oct 1997 06:27:49 GMT""}]","2009-10-30"
"hep-th/9710175","Robert Perry","Robert J. Perry (The Ohio State University)","Light-Front QCD: A Constituent Picture of Hadrons","44 pages, LATEX (including 4 ps-figures), uses epsfig.sty. Based on
  lectures given at the NATO Advanced Study Institute: Confinement, Duality,
  and Non-Perturbative Aspects of QCD, Newton Institute, Cambridge, 23 June - 4
  July, 1997",,,,"hep-th hep-ph nucl-th",,"  Light-front coordinates offer a scenario in which a constituent approximation
of hadron structure can emerge from QCD. This requires cutoffs that violate
Lorentz covariance and gauge invariance, and a new renormalization group
formalism based on a similarity transformation is used with coupling coherence
to fix counterterms that restore these symmetries. The counterterms contain
functions of longitudinal momentum fractions which severely complicate
renormalization, but they also offer possible resolutions of apparent
contradictions between the constituent picture and QCD. The similarity
transformation and coupling coherence are applied to QED; and it is shown that
the resultant Hamiltonian leads to the correct bound state results. The same
techniques are applied to QCD and it is shown that a simple confinement
mechanism and a reasonable description of heavy quark bound states emerge
naturally.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 04:38:52 GMT""}]","2007-05-23"
"hep-th/9710176",,"J. M. F. Labastida and Esther Perez","Kontsevich Integral for Vassiliev Invariants from Chern-Simons
  Perturbation Theory in the Light-Cone Gauge","30 pages, latex, epsf, 15 figures","J.Math.Phys. 39 (1998) 5183-5198","10.1063/1.532565",,"hep-th math.QA q-alg",,"  We analyse the structure of the perturbative series expansion of Chern-Simons
gauge theory in the light-cone gauge. After introducing a regularization
prescription that entails the consideration of framed knots, we present the
general form of the vacuum expectation value of a Wilson loop. The resulting
expression turns out to give the same framing dependence as the one obtained
using non-perturbative methods and perturbative methods in covariant gauges. It
also contains the Kontsevich integral for Vassiliev invariants of framed knots.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 08:08:49 GMT""}]","2009-10-30"
"hep-th/9710177","Abdel-Khalek Khaled","Khaled Abdel-Khalek (INFN/Lecce Univ.)","The Ring Division Self Duality","LaTeX file. various typos, equations and calculations errors fixed. A
  new part is added where the incompatibility between the self duality and the
  Yang-Mills equation of motion is mentioned. The conclusion is modified",,,,"hep-th",,"  We present a simple construction of the instantonic type equation over
octonions where its similarities and differences with the quaternionic case are
very clear. We use the unified language of Clifford Algebra. We argue that our
approach is the pure algebraic formulation of the geometric based soft Lie
algebra. The topological criteria for the stability of our solution is given
explicitly to establish its solitonic property. Many beautiful features of the
parallelizable ring division spheres and Absolute Parallelism (AP) reveal their
presence in our formulation.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 14:00:26 GMT""},{""version"":""v2"",""created"":""Wed, 19 Nov 1997 14:43:57 GMT""}]","2007-05-23"
"nucl-th/9710052","Georgios Lalazissis","P. Ring, Y.K. Gambhir and G.A. Lalazissis","Computer program for the relativistic mean field description of the
  ground state properties of even-even axially deformed nuclei","18 pages, LaTex, 6 p.s figures, To appear in Comput. Phys. Commun","Comput.Phys.Commun. 105 (1997) 77-97","10.1016/S0010-4655(97)00022-2",,"nucl-th",,"  A Fortran program for the calculation of the ground state properties of
axially deformed even-even nuclei in the relativistic framework is presented.
In this relativistic mean field (RMF) approach a set of coupled differential
equations namely the Dirac equation with potential terms for the nucleons and
the Glein-Gordon type equations with sources for the meson and the
electromagnetic fields are to be solved self-consistently. The well tested
basis expansion method is used for this purpose. Accordingly a set of harmonic
oscillator basis generated by an axially deformed potential are used in the
expansion. The solution gives the nucleon spinors, the fields and level
occupancies, which are used in the calculation of the ground state properties.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 19:46:57 GMT""}]","2009-10-30"
"nucl-th/9710053","Jan Dobes","J. Dobes (Institute of Nuclear Physics, Rez, Czech Republic), S.
  Pittel (Bartol Research Institute, University of Delaware)","Boson mappings and four-particle correlations in algebraic
  neutron-proton pairing models","31 pages, Latex, 3 Postscript figures, uses epsf.sty, submitted to
  Physical Review C","Phys.Rev.C57:688-703,1998","10.1103/PhysRevC.57.688",,"nucl-th",,"  Neutron-proton pairing correlations are studied within the context of two
solvable models, one based on the algebra SO(5) and the other on the algebra
SO(8). Boson-mapping techniques are applied to these models and shown to
provide a convenient methodological tool both for solving such problems and for
gaining useful insight into general features of pairing. We first focus on the
SO(5) model, which involves generalized T=1 pairing. Neither boson mean-field
methods nor fermion-pair approximations are able to describe in detail
neutron-proton pairing in this model. The analysis suggests, however, that the
boson Hamiltonian obtained from a mapping of the fermion Hamiltonian contains a
pairing force between bosons, pointing to the importance of boson-boson (or
equivalently four-fermion) correlations with isospin T=0 and spin S=0. These
correlations are investigated by carrying out a second boson mapping. Closed
forms for the fermion wave functions are given in terms of the fermion-pair
operators. Similar techniques are applied -- albeit in less detail -- to the
SO(8) model, involving a competition between T=1 and T=0 pairing. Conclusions
similar to those of the SO(5) analysis are reached regarding the importance of
four-particle correlations in systems involving neutron-proton pairing.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 07:28:18 GMT""}]","2008-11-26"
"nucl-th/9710054",,"M. Effenberger and A. Sibirtsev","The energy dependence of the in-medium $\eta N$ cross section evaluated
  from $\eta$-photoproduction","11 pages LaTeX including 6 postscript figures","Nucl.Phys. A632 (1998) 99-108","10.1016/S0375-9474(98)00802-1","UGI-97-23","nucl-th",,"  Within the Glauber formalism and a BUU transport model we analyze the
$\eta$-photoproduction data from nuclei and evaluate the in-medium $\eta N$
cross section. Our results indicate that the $\eta N$ cross section is almost
independent of the $\eta$ energy up to 200 MeV.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 11:02:39 GMT""}]","2009-10-30"
"nucl-th/9710055","Dario Vretenar","D. Vretenar, S. Brant, G. Bonsignori, L. Corradini, C.M. Petrache","Interacting Boson Model plus broken-pairs description of high-spin
  dipole bands","9 Pages, RevTeX, 5 ps figures, submitted to Phys. Rev. C","Phys.Rev.C57:675-680,1998","10.1103/PhysRevC.57.675",,"nucl-th",,"  The Interacting Boson Model with broken-pairs has been extended to include
mixed proton-neutron configurations in the fermion model space. The extended
version of the model has been used to describe high-spin bands in the
transitional nucleus $^{136}$Nd. Model calculations reproduce ten bands of
positive and negative parity states, including the two dipole high-spin
structures based on the $(\pi h_{11/2})^2$ $(\nu h_{11/2})^2$ configuration.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 13:54:57 GMT""}]","2008-11-26"
"physics/9710029","Mario I. Molina","M. I. Molina","Simple Linearizations of the Simple Pendulum for Any Amplitude","6 pages, 1 figure",,"10.1119/1.2344777",,"physics.ed-ph physics.class-ph",,"  Two simple, interpolatory-like linearizations are shown for the simple
pendulum which can be used for any initial amplitude.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 17:53:22 GMT""}]","2009-10-30"
"physics/9710030","Jose Emilio Maiorino","Waldyr A. Rodrigues Jr. and Jose E. Maiorino","A unified theory for construction of arbitrary speeds (0 < = v < \infty)
  solutions of the relativistic wave equations","46 pages, Latex2e article style with option rose.sty to reproduce the
  published version; no figures","Random Oper. and Stoch. Equ., vol. 4, 355-400 (1996)",,,"physics.class-ph math-ph math.MP",,"  Representing the relativistic physical fields as sections of the Clifford
Bundle (or of the Spin-Clifford Bundle) of Minkowski spacetime we show that all
the relativistic wave equations satisfied by these fields possess solutions
traveling with arbitrary speeds $0 \leq v < \infty$. By giving rigorous
mathematical definitions of reference frames and of the Principle of Relativity
(PR) we prove that physical realizations of the $v > 1$ solutions of, e.g., the
Maxwell equations imply in a breakdown of the PR, but in no contradiction at
all with known physical facts.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 00:29:53 GMT""}]","2007-05-23"
"physics/9710031","Min Ho Lee","Nark Nyul Choi, Min-Ho Lee, and Sung Ho Suck Salk","Infinite Order Discrete Variable Representation for Quantum Scattering","13 pages, Revtex, 5 figs",,,,"physics.atom-ph",,"  A new approach to multi-dimensional quantum scattering by the infinite order
discrete variable representation is presented. Determining the expansion
coefficients of the wave function at the asymptotic regions by the solution of
the differential Schr\""{o}dinger equation, we reduce an infinite set of linear
equations to a finite one. Application to the benchmark collinear $H + H_2 \to
H_2 + H$ reaction is shown to yield precise reaction probabilities.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 07:08:27 GMT""}]","2007-05-23"
"physics/9710032","Frank Antonsen","Frank Antonsen","Coherent States on Lie Algebras: A Constructive Approach","LaTeX2e using the amssymb package","Int.J.Theor.Phys. 38 (1999) 675-700",,,"math-ph hep-th math.MP quant-ph",,"  We generalise the notion of coherent states to arbitrary Lie algebras by
making an analogy with the GNS construction in $C^*$-algebras. The method is
illustrated with examples of semisimple and non-semisimple finite dimensional
Lie algebras as well as loop and Kac-Moody algebras.
  A deformed addition on the parameter space is also introduced simplifying
some expressions and some applications to conformal field theory is pointed
out, e.g. are differential operator and free field realisations found.
  PACS: 02.20.S, 03.65.F, 11.25.H
  Keywords: coherent states, Lie and Kac-Moody algebras, realisations.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 11:24:35 GMT""}]","2008-11-06"
"q-alg/9710027","Alexander Kogan","Alexander Kogan","Deformations of the classical W-algebras associated to D_n, E_6 and G_2","10 pages, LaTeX2e",,,"RIMS Preprint RIMS-1158","q-alg math.QA",,"  We give explicit formulas for the generators of $q$-deformed W-algebras
associated to Lie algebras $D_n, E_6$ and $G_2$, and compute the Poisson
brackets between the generators.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 02:25:51 GMT""}]","2007-05-23"
"q-alg/9710028","Anna Opanowicz","Anna Opanowicz","Lie Bialgebra Structures for Centrally Extended Two- Dimensional Galilei
  Algebra and their Lie-Poisson Counterparts","Eq. (11) changed, 15 pages, LaTeX file",,"10.1088/0305-4470/31/41/012",,"q-alg math.QA",,"  All bialgebra structures for centrally extended Galilei algebra are
classified. The corresponding Lie-Poisson structures on centrally extended
Galilei group are found.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 09:17:37 GMT""},{""version"":""v2"",""created"":""Tue, 9 Dec 1997 12:58:34 GMT""},{""version"":""v3"",""created"":""Fri, 16 Jan 1998 15:17:25 GMT""}]","2009-10-30"
"quant-ph/9710054","Peter Hoyer","Harry Buhrman (CWI), Wim van Dam (CQC, CWI), Peter Hoyer (BRICS), and
  Alain Tapp (IRO Montreal)","Multiparty Quantum Communication Complexity","8 pages, LaTeX2e, no figures; new result and author added","Phys.Rev. A60 (1999) 2737-2741","10.1103/PhysRevA.60.2737",,"quant-ph",,"  Quantum entanglement cannot be used to achieve direct communication between
remote parties, but it can reduce the communication needed for some problems.
Let each of k parties hold some partial input data to some fixed k-variable
function f. The communication complexity of f is the minimum number of
classical bits required to be broadcasted for every party to know the value of
f on their inputs.
  We construct a function G such that for the one-round communication model and
three parties, G can be computed with n+1 bits of communication when the
parties share prior entanglement. We then show that without entangled
particles, the one-round communication complexity of G is (3/2)n + 1. Next we
generalize this function to a function F. We show that if the parties share
prior quantum entanglement, then the communication complexity of F is exactly
k. We also show that if no entangled particles are provided, then the
communication complexity of F is roughly k*log(k).
  These two results prove for the first time communication complexity
separations better than a constant number of bits.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 19:24:26 GMT""},{""version"":""v2"",""created"":""Thu, 3 Jun 1999 15:35:11 GMT""}]","2007-05-23"
"solv-int/9710016","John Harnad","J. Harnad","Bispectral Operators, Dual Isomonodromic Deformations and the
  Riemann-Hilbert Dressing Method","AMSTeX 13pgs. Text of talk presented at the workshop on the
  Bispectral Problem, Centre de recherches mathematiques, Universite de
  Montreal, March 17--21, 1997. To appear in: CRM Proceedings and Lecture Notes
  series (1997/98)","CRM Proc. Lecture Notes 14, 67-79, (Amer. Math. Soc., Providence,
  RI, 1998)",,"CRM 2512 (1997)","solv-int hep-th math-ph math.MP nlin.SI",,"  A comparison is made between bispectral systems and dual isomonodromic
deformation equations. A number of examples are given, showing how bispectral
systems may be embedded into isomonodromic ones. Sufficiency conditions are
given for the construction of rational solutions of isomonodromic deformation
equations through the Riemann-Hilbert problem dressing method, and these are
shown, in certain cases, to reduce to bispectral systems.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 22:39:50 GMT""}]","2009-01-21"
"solv-int/9710017","Dr S. Chaturvedi","S. Chaturvedi","Jack polynomials, generalized binomial coefficients and polynomial
  solutions of the generalized Laplace's equation","19 pages, latex, no figures, 12 tables Minor typographical errors in
  some of the equations and the tables have been corrected",,"10.1142/S0217732398000772",,"solv-int nlin.SI",,"  We discuss the symmetric homogeneous polynomial solutions of the generalized
Laplace's equation which arises in the context of the Calogero-Sutherland model
on a line. The solutions are expressed as linear combinations of Jack
polynomials and the constraints on the coefficients of expansion are derived.
These constraints involve generalized binomial coefficients defined through
Jack polynomials. Generalized binomial coefficients for partitions of $k$ upto
$k=6$ are tabulated.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 09:16:57 GMT""},{""version"":""v2"",""created"":""Wed, 5 Nov 1997 15:16:28 GMT""}]","2009-10-30"
"solv-int/9710018","Anjan Kundu","Anjan Kundu","Unifying structures in quantum integrable systems","Latex, 18 pages, no figure (Invited review article by Indian J.Phys.)","Indian J. Phys. 72B (1998) 283-299",,"SINP/TNP/97-16","solv-int nlin.SI",,"  Basic concepts of quantum integrable systems (QIS) are presented stressing on
the unifying structures underlying such diverse models. Variety of ultralocal
and nonultralocal models is shown to be described by a few basic relations
defining novel algebraic entries. Such properties can generate and classify
integrable models systematically and also help to solve exactly their
eigenvalue problem in an almost model-independent way. The unifying thread
stretches also beyond the QIS to establish its deep connections with
statistical models, conformal field theory etc. as well as with abstract
mathematical objects like quantum group, braided or quadratic algebra
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 12:19:05 GMT""}]","2007-05-23"
